"accession","description","I_mean","VC_mean","I_SD","VC_SD","p.val","q.val","p.adj","IvsVC.FC","direction","negLog10P"
"COQ3","Ubiquinone biosynthesis O-methyltransferase, mitochondrial ",0.0874518379502722,0.0945552429686343,0.0144065599896113,0.0410421507608838,0.79132112796886,0.516318083402085,0.89236509233618,-0.112668750833618,"NS",0.101647238622555
"COQ5","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial ",0.00386304476433697,0.0174280007788328,0.0035520007824693,0.00974006388341802,0.0860854768063145,0.194481510817904,0.336127121899673,-2.17359678234195,"NS",1.06507011074022
"COQ6","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial ",0.0440192539945374,0.0283014188476803,0.00822102228036476,0.00827336633539059,0.0798876247665453,0.190647351602777,0.329500451341296,0.637260313572344,"NS",1.09752049117232
"COQ8A","Atypical kinase COQ8A, mitochondrial ",0.0006325400892696,0.0102284200633736,0.000252718493510135,0.00493045747458011,0.0281328008621583,0.126909842620142,0.21934136546579,-4.01528258749394,"Down",1.5507870279334
"COQ9","Ubiquinone biosynthesis protein COQ9, mitochondrial ",0.11650873930976,0.148629184628816,0.00867777108259962,0.007738519430539,0.00874414304002137,0.0895260436014889,0.154730037031689,-0.351279254010456,"Down",2.05828274664574
"COR1B","Coronin-1B ",0.443015932009393,0.445910030335766,0.093084036551647,0.0742183681987234,0.968432233660659,0.571958077003314,0.988529045572887,-0.00939406932104461,"NS",0.0139307637697711
"COR1C","Coronin-1C ",0.256031246858065,0.252219822087978,0.00901919696368017,0.025428618867631,0.818745237624388,0.524186640901767,0.905964511503313,0.021638229726452,"NS",0.0868512131430176
"CORO6","Coronin-6 ",0.0424385011014502,0.0757649806318135,0.0111857629885455,0.0450473314279681,0.281544594312161,0.319416794680329,0.552055809474069,-0.836157471526843,"NS",0.550452806745764
"CORO7","Coronin-7 ",0.0589382380228297,0.0886177475653353,0.0159187301904693,0.0202171314492408,0.116414135709614,0.222003489378467,0.383694026350598,-0.588391726417152,"NS",0.933994281817168
"COTL1","Coactosin-like protein ",0.0886694328016621,0.0721739832862011,0.0169098966003094,0.013287461898989,0.25473163158516,0.304546070846542,0.526354376048371,0.296957967582596,"NS",0.593917122684899
"COX14","Cytochrome c oxidase assembly protein COX14 ",0.0907045967225377,0.0820146464373378,0.00850743508935717,0.0148827283276461,0.42951429334426,0.380480585726025,0.6575938436561,0.145294091602094,"NS",0.367022379173246
"COX15","Cytochrome c oxidase assembly protein COX15 homolog ",0.0980212510470284,0.086366049432057,0.027362856281449,0.0120806286925926,0.53673028704602,0.422694658612585,0.73055345181293,0.182630260835576,"NS",0.270243897305037
"COX16","Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial ",0.0680522877281379,0.0529313535887489,0.0087757718276296,0.010563768511448,0.129185813180311,0.232921490118641,0.40256387238511,0.362521114118521,"NS",0.888785176710906
"COX17","Cytochrome c oxidase copper chaperone ",0.301061353797476,0.302461907236444,0.11989814075254,0.0830952676886151,0.987528841793754,0.576047496041181,0.99559688788684,-0.0066959312374762,"NS",0.00545021150002491
"COX2","Cytochrome c oxidase subunit 2 ",1.00942080874567,1.28095408563866,0.239905470485862,0.342923818895162,0.323991568916806,0.338393161060439,0.584853124697686,-0.343691032271787,"NS",0.489466291091379
"COX41","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial ",1.50102562232254,1.59181893771738,0.0676452123778084,0.152843328495556,0.400047637208314,0.366473526537886,0.633385102828311,-0.084727641311683,"NS",0.397888290309865
"COX5A","Cytochrome c oxidase subunit 5A, mitochondrial ",2.09260422269622,1.22957289350245,0.418341479412402,0.23019297016048,0.0351664343890562,0.137211711835786,0.237146336411761,0.76714221274684,"Up",1.45387166363242
"COX5B","Cytochrome c oxidase subunit 5B, mitochondrial ",1.71018433729138,1.2394702114209,0.0412909547407847,0.137264822468501,0.00471816582292184,0.0821848030458432,0.142041992555046,0.464428239561071,"Up",2.32622679962796
"COX6C","Cytochrome c oxidase subunit 6C ",0.764672510795813,0.483820180773389,0.0470165784498532,0.236457943296569,0.113790545230302,0.218444380554874,0.377542732068838,0.660371064311833,"NS",0.943893821639467
"CP20A","Cytochrome P450 20A1 ",0.0211898793270332,0.0332873800954478,0.00686381676834736,0.0153068264708172,0.279746572347479,0.319416794680329,0.552055809474069,-0.651599954893533,"NS",0.553235226049642
"CP51A","Lanosterol 14-alpha demethylase ",0.043406510449278,0.0547246004955773,0.0150464724009331,0.00934297889888305,0.33044339236197,0.339959767890976,0.587560729358316,-0.334278071749897,"NS",0.480902927980041
"CPIN1","Anamorsin ",0.23670064951546,0.169561576600406,0.0379308000677014,0.0217202446254555,0.0563618663684339,0.165947017497939,0.286810263581528,0.481254378997255,"NS",1.24901463408483
"CPNE1","Copine-1 ",0.25946298503114,0.22048964971691,0.0255746757662763,0.0355404781472847,0.198008106902841,0.275907669604941,0.476857931143844,0.234817804499952,"NS",0.703317028369309
"CPNE2","Copine-2 ",0.160680486996002,0.173755985491605,0.0349974121702348,0.0217716012553553,0.611917098715487,0.452840453330999,0.7826551614997,-0.112867937124822,"NS",0.21330741120271
"CPNE3","Copine-3 ",0.10255906424684,0.111890848013577,0.0092468398534798,0.0125125204646533,0.357539531489055,0.351673118045601,0.6078051971163,-0.125637033597318,"NS",0.446675933279928
"CPNS1","Calpain small subunit 1 ",1.32822181064111,1.19292991985654,0.138920506281204,0.0527602654828296,0.18994760571882,0.270159366349426,0.466922998918375,0.154986801649798,"NS",0.721366176337521
"CPPED","Serine/threonine-protein phosphatase CPPED1 ",0.0839192572573433,0.0620960280026419,0.0215591553026194,0.021911359565953,0.286205351647326,0.321704535130793,0.556009766896727,0.434500920307054,"NS",0.543322249789474
"CPSF1","Cleavage and polyadenylation specificity factor subunit 1 ",0.0202300815401849,0.0193687820255967,0.0106648590513596,0.00856776886987848,0.918414679117047,0.558548181328857,0.965352396959485,0.0627688996341626,"NS",0.0369611835168925
"CPSF2","Cleavage and polyadenylation specificity factor subunit 2 ",0.0220135360266992,0.0289403858325392,0.0172655894205089,0.0104632376928298,0.584307399887028,0.441001607474443,0.762193796469971,-0.394693252523598,"NS",0.233358613587468
"CPSF5","Cleavage and polyadenylation specificity factor subunit 5 ",0.025519892895824,0.046785144353967,0.0104154061306849,0.0194849854205873,0.170825700625742,0.257532141598907,0.445099059485148,-0.874428230542911,"NS",0.767446789383148
"CPSF6","Cleavage and polyadenylation specificity factor subunit 6 ",0.0977927859729949,0.0964868117513917,0.0148864167380932,0.0474546120299692,0.965903528714665,0.571842418177671,0.988329149613512,0.0193962818045912,"NS",0.0150662473309649
"CPSF7","Cleavage and polyadenylation specificity factor subunit 7 ",0.0787178195295176,0.0565511436764417,0.0361004571812671,0.0265605948600201,0.439926934833585,0.385117503944003,0.665607942109666,0.477134057598081,"NS",0.356619447226385
"CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform ",0.0420070306962265,0.0575355682504809,0.013775860716414,0.0114999909688428,0.208292328886326,0.282518777070735,0.488284068855863,-0.453823288691123,"NS",0.68132672421301
"CPT2","Carnitine O-palmitoyltransferase 2, mitochondrial ",0.195080278987656,0.195564852744465,0.0451187912492268,0.0422628820826238,0.989818121388073,0.576727869391697,0.996772793684591,-0.00357916921355176,"NS",0.00444459947737555
"CRBN","Protein cereblon ",0.122568153076651,0.11548747421894,0.0497398711910163,0.0477536924952579,0.867475032175318,0.542141605148376,0.936996512595053,0.085847786492619,"NS",0.0617430163002372
"CREL2","Protein disulfide isomerase Creld2 ",0.104238588136041,0.0287900470280671,0.051128791696653,0.0258387166362666,0.0846780762446336,0.194481510817904,0.336127121899673,1.85624739787263,"NS",1.07222901704174
"CRIP1","Cysteine-rich protein 1 ",2.35061253200496,1.85336044800719,0.218956857995073,1.01212049915955,0.452340288041837,0.392137932540327,0.677741519479877,0.342893260000272,"NS",0.344534729753425
"CRIP2","Cysteine-rich protein 2 ",2.42932431822664,3.42006178096389,0.711480245169433,1.02381738820683,0.240730179546861,0.29788940796274,0.514849503800213,-0.493467281941822,"NS",0.618469460248215
"CRK","Adapter molecule crk ",0.247309543946553,0.187863770197419,0.0467302940811756,0.0273268490927679,0.129937502383341,0.233538391407211,0.403630077875551,0.396631048250143,"NS",0.886265485358535
"CRKL","Crk-like protein ",0.160027074270863,0.122971758262138,0.00902103117616579,0.00829512719208579,0.00635268861531539,0.0843175574098024,0.145728083757555,0.379988985189536,"Up",2.1970424316102
"CRLF3","Cytokine receptor-like factor 3 ",0.0453059016681982,0.030604443558348,0.0267926914991352,0.00771733312662576,0.412769853150247,0.373620753026401,0.645737828077339,0.565957854141086,"NS",0.384292029134225
"CRTAP","Cartilage-associated protein ",0.0356866716377229,0.0532451152347519,0.0123040183975604,0.0132235252570517,0.167521297014411,0.256669362906951,0.443607898102538,-0.577263824089235,"NS",0.775929973177047
"CRYAB","Alpha-crystallin B chain ",8.44756274887451,7.33648843789675,0.2640492620198,1.53132541474425,0.283267187538299,0.32013867991082,0.553303461262902,0.203445470081174,"NS",0.54780372938485
"CRYM","Ketimine reductase mu-crystallin ",0.0759104175499062,0.0839615157410927,0.0272302657211287,0.0315750954326612,0.75484100883516,0.505009551588109,0.872820281955199,-0.145430324388639,"NS",0.122144513611738
"CSCL2","CSC1-like protein 2 ",0.0437757206010196,0.0204884040825341,0.0319925998914515,0.00938071275322573,0.292955499028168,0.324603185772121,0.561019575250048,1.09532331546964,"NS",0.533198345496797
"CSDE1","Cold shock domain-containing protein E1 ",0.393818025711851,0.310684771673533,0.00668286077604479,0.0503542504821034,0.0471197528240413,0.156512493229997,0.270504345988956,0.342077618350143,"Up",1.32679699639236
"CSK","Tyrosine-protein kinase CSK ",0.0100211251936327,0.0136763851464227,0.00516354150754802,0.00296454819084757,0.347566619008774,0.348732194195531,0.602722326948885,-0.448642450245955,"NS",0.458961940728656
"CSK21","Casein kinase II subunit alpha ",0.0516176681631594,0.0650153430174147,0.0197659286206848,0.026955983006766,0.525750501383276,0.419616696365562,0.725233734853426,-0.332915252044686,"NS",0.279220304475429
"CSK22","Casein kinase II subunit alpha' ",0.0135928370102334,0.0327861077778126,0.00487335658780475,0.00136882726130817,0.00278142675249659,0.0730110586926544,0.126186787227235,-1.27023804386215,"Down",2.55573237250381
"CSK2B","Casein kinase II subunit beta ",0.272662541363474,0.296554846452929,0.0152206527003009,0.0613000458410364,0.548112803703598,0.42712645962763,0.738213041219421,-0.121182434186762,"NS",0.261130052857788
"CSMT1","Protein CCSMST1 ",0.0506533245048057,0.0677154478284811,0.0150513514936624,0.0149712414359816,0.236307435351809,0.294783869305467,0.509482125860647,-0.41882803147779,"NS",0.626522613190063
"CSN1","COP9 signalosome complex subunit 1 ",0.313051934482569,0.292709458997253,0.0245137666220588,0.0639387175778534,0.633997933614272,0.460775533975333,0.79636955423454,0.0969326486405561,"NS",0.197912157609405
"CSN2","COP9 signalosome complex subunit 2 ",0.120223756099903,0.180430962907318,0.0260361486489564,0.0239729964194382,0.0421160234935166,0.147403268744542,0.254760651916664,-0.585724934549392,"Down",1.37555264072371
"CSN3","COP9 signalosome complex subunit 3 ",0.318836358508767,0.256639479994154,0.0192256830788987,0.112212370843602,0.397601549697455,0.365904550131955,0.632401727077319,0.313073032756141,"NS",0.400551931559077
"CSN4","COP9 signalosome complex subunit 4 ",0.545435081619768,0.470332094558186,0.0781817068517491,0.0478162933845047,0.22878795212449,0.291961924182328,0.504604889518691,0.213727713068069,"NS",0.640566849038175
"CSN5","COP9 signalosome complex subunit 5 ",0.137115290261779,0.109200908670796,0.0545076149717887,0.0460444163457869,0.535188654200574,0.421949432015422,0.729265458572779,0.328404599543466,"NS",0.271493102023329
"CSN6","COP9 signalosome complex subunit 6 ",0.31266832829407,0.256698483542913,0.0231521701412624,0.0686559078599253,0.251902437287847,0.302985306054042,0.523656868324068,0.284558315862335,"NS",0.598767630455274
"CSN7A","COP9 signalosome complex subunit 7a ",0.131936393705601,0.201230309559177,0.0322533361794781,0.00753596400732303,0.0222861549412178,0.116599832894488,0.201522325078519,-0.609005045488554,"Down",1.65196485443844
"CSN8","COP9 signalosome complex subunit 8 ",0.48015434541385,0.297219217639639,0.0872225964802344,0.151288388178694,0.143807356964787,0.242390210314022,0.418928891630187,0.69197083324513,"NS",0.842218895542279
"CSPG4","Chondroitin sulfate proteoglycan 4 ",0.0875236700784856,0.0957674641699303,0.0232527812361355,0.00158186628419476,0.573227748678899,0.436515359108305,0.754440104383278,-0.12986236604525,"NS",0.241672794537014
"CSRP1","Cysteine and glycine-rich protein 1 ",1.23669857596734,1.03987334773842,0.213074001898869,0.0383759400289983,0.190459321674706,0.27067149706674,0.46780812688413,0.25008608623453,"NS",0.720197766753018
"CSRP2","Cysteine and glycine-rich protein 2 ",0.328622509588543,0.214000181219096,0.0353166919867513,0.0301932315437078,0.0129212378874229,0.0970700741982751,0.167768568465122,0.618819285332137,"Up",1.88869587783288
"CSRP3","Cysteine and glycine-rich protein 3 ",1.10334294593696,1.0210813969957,0.0717724843014847,0.233594012323515,0.591148400018685,0.443912391182963,0.767224574698209,0.111783408147893,"NS",0.228303481523183
"CSTF1","Cleavage stimulation factor subunit 1 ",0.0108694773259277,0.0283594915169171,0.0028027878187567,0.0079383591619795,0.0227905103504576,0.117563187570701,0.203187314379158,-1.3835490974022,"Down",1.64224594950563
"CSTF3","Cleavage stimulation factor subunit 3 ",0.0076525087827241,0.0261277459844446,0.00862490251073409,0.00402567403939579,0.028252220600071,0.126909842620142,0.21934136546579,-1.7715779694748,"Down",1.54894741133282
"CT027","UPF0687 protein C20orf27 homolog ",0.0696543000765392,0.061196164721977,0.0269768664848581,0.0422159708501334,0.784507896370022,0.514634276790781,0.889454928445982,0.186771180341694,"NS",0.10540268071609
"CTBP1","C-terminal-binding protein 1 ",0.285925748869357,0.304662634881333,0.0421031550055468,0.0205425616314962,0.526587865825503,0.419616696365562,0.725233734853426,-0.0915720257869669,"NS",0.278529152570897
"CTL1","Choline transporter-like protein 1 ",0.0426085909189213,0.0542241164376254,0.00794553824255019,0.00783628395852243,0.145763185437679,0.242934005520411,0.419868746101997,-0.347790298022037,"NS",0.836352149407233
"CTL2","Choline transporter-like protein 2 ",0.36686806012448,0.458275915110754,0.0714280406625774,0.0200905304793028,0.099787061722808,0.205677258048049,0.35547700394326,-0.320955158564016,"NS",1.00092576519211
"CTNA1","Catenin alpha-1 ",0.570224229721528,0.660530881233679,0.143222360318732,0.0582050199655201,0.368882088900763,0.357848891859482,0.618478937097203,-0.212096669180043,"NS",0.433112431464462
"CTNB1","Catenin beta-1 ",0.0297261180420817,0.0349562369098171,0.00976800025574736,0.0129609521222967,0.606495177609044,0.450454627315442,0.778531680410983,-0.233818812131738,"NS",0.21717264796494
"CTND1","Catenin delta-1 ",0.212216730573535,0.389218083028693,0.0604090556748356,0.150716226717953,0.132039016857509,0.234641699976366,0.405536952890855,-0.875040340348119,"NS",0.879297718020523
"CUL1","Cullin-1 ",0.299997115408786,0.331207566374471,0.00932091720120551,0.0669242228377547,0.468512341211374,0.399441712754345,0.690364820337636,-0.142787002607186,"NS",0.329278964756121
"CUL2","Cullin-2 ",0.0370663407723833,0.0629437964120909,0.0112717660872826,0.0133967990102317,0.0626349840067505,0.17068902672213,0.295005993375306,-0.763954498591087,"NS",1.20318302913361
"CUL3","Cullin-3 ",0.138331419905106,0.14713609984657,0.0121424480793649,0.00422467652516791,0.301189269925208,0.328815036952641,0.568299020011784,-0.0890223750683708,"NS",0.521160504235214
"CUL4A","Cullin-4A ",0.131856564486919,0.103758210710008,0.0124959144893739,0.0369961383233374,0.280655597616386,0.319416794680329,0.552055809474069,0.345743891725229,"NS",0.551826291446571
"CUL4B","Cullin-4B ",0.013372520845383,0.0266357857428132,0.00329430469679553,0.00185945621174909,0.00371442955889439,0.0798810869094593,0.138060423966135,-0.994094387742682,"Down",2.43010787327532
"CUL5","Cullin-5 ",0.0619215930314759,0.0698674297384166,0.00253523809496793,0.00888855001433078,0.210729105028419,0.284062759650203,0.490952571473501,-0.17417748023881,"NS",0.676275477299848
"CUL7","Cullin-7 ",0.0268824424172246,0.0244926382268985,0.0179098566833019,0.00463828448232094,0.833925851720955,0.529160765659082,0.914561412214414,0.134316038514808,"NS",0.0788725628155151
"CUTA","Protein CutA ",0.0673993418234767,0.080574727298696,0.0220931631391284,0.0218327392121719,0.503269153000702,0.411295332202031,0.710851718923976,-0.257592897471845,"NS",0.298199688105013
"CX6A1","Cytochrome c oxidase subunit 6A1, mitochondrial ",0.0485981178619512,0.129581963234847,0.00665651115210725,0.154847947342732,0.416642104541717,0.374993695067425,0.64811071717535,-1.41489257423466,"NS",0.380236843735012
"CX6B1","Cytochrome c oxidase subunit 6B1 ",1.09785083580533,1.03656531072586,0.535230789024564,0.144742396104405,0.857499969127158,0.538646555694975,0.930955933679719,0.0828710307360943,"NS",0.0667658869212329
"CX7A2","Cytochrome c oxidase subunit 7A2, mitochondrial ",1.23607602687159,0.83383432448892,0.0297454108954667,0.137862074763383,0.00781708076877929,0.0860042992311331,0.14864332064258,0.567934814780466,"Up",2.10695540073906
"CY1","Cytochrome c1, heme protein, mitochondrial ",0.637201883981052,0.529735785531617,0.0648795172360337,0.0465260316572973,0.0801251172113619,0.190694139188437,0.329581315462735,0.266477561314066,"NS",1.09623132216317
"CYB","Cytochrome b ",0.351618837487447,0.303962907598611,0.118239939694176,0.0702809329081909,0.580787114708292,0.439151428161853,0.758996086596556,0.210117079674614,"NS",0.235983027420157
"CYB5","Cytochrome b5 ",0.31466763552029,0.23699850196157,0.0438400297052144,0.0235448455275202,0.0539054153707963,0.162820612428881,0.281406821715331,0.40895086083988,"NS",1.26836760313394
"CYB5B","Cytochrome b5 type B ",1.3681784755651,1.08594311045456,0.189469003369026,0.318809596368104,0.257873313626029,0.306422994800428,0.52959830933535,0.333307912237123,"NS",0.588593599097531
"CYBC1","Cytochrome b-245 chaperone 1 ",0.0721336881478452,0.0960671116081053,0.0190796961274565,0.00261142909499991,0.0976960129783293,0.204196785365242,0.35291826702359,-0.413369421892418,"NS",1.01012315968801
"CYBP","Calcyclin-binding protein ",0.225181953308613,0.206096424950724,0.0155212868287011,0.0244593589359455,0.317490133884,0.336357642759006,0.581335088945304,0.127771731163321,"NS",0.498269766013932
"CYC","Cytochrome c, somatic ",0.903480921348791,1.01229866860604,0.0544873766825929,0.210593855239623,0.435123073537639,0.382682927453573,0.661400204390378,-0.164068964210352,"NS",0.361387886497256
"CYFP1","Cytoplasmic FMR1-interacting protein 1 ",0.345440153669985,0.22845470899372,0.162185326911764,0.0160606342083315,0.281664779290822,0.319416794680329,0.552055809474069,0.596527610038547,"NS",0.550267455875276
"CYRIB","CYFIP-related Rac1 interactor B ",0.154069232379634,0.216055970223047,0.0579521148052462,0.0186709202077898,0.152614205393379,0.246079529943858,0.42530523241307,-0.487826312659509,"NS",0.816405040189611
"CYTB","Cystatin-B ",0.446287653119103,0.287303329517895,0.0216740930418525,0.225277650760452,0.290585949996066,0.323774045315202,0.559586551646607,0.635399181749857,"NS",0.536725387927503
"CYTC","Cystatin-C ",0.225862530899451,0.171337645326475,0.01299637399204,0.0322572071759049,0.0532287028811722,0.162690789661137,0.281182445870576,0.39860279006791,"NS",1.27385411692725
"CYTSB","Cytospin-B ",0.0146047467716586,0.0284501892903924,0.0105452478516709,0.00102337569616642,0.0863482843314075,0.194481510817904,0.336127121899673,-0.96200090755922,"NS",1.06374628708094
"CZIB","CXXC motif containing zinc binding protein ",0.182955530486168,0.259748519619065,0.0206383948294526,0.0854067136757856,0.204638135404676,0.280116640918148,0.48413239856091,-0.50562249986138,"NS",0.689013429995744
"D2HDH","D-2-hydroxyglutarate dehydrogenase, mitochondrial ",0.0449667462529352,0.049000524806607,0.0171148998278389,0.00140637467163831,0.704945595395832,0.486019262481582,0.83999890374513,-0.123938705029398,"NS",0.151844398655544
"DAAF5","Dynein axonemal assembly factor 5 ",0.00782523448647036,0.0170038167361593,0.00337173455649437,0.00197680756399186,0.0152544254683353,0.103229495775853,0.17841404647859,-1.1196527263116,"Down",1.81660414466729
"DAB2","Disabled homolog 2 ",0.01941576543809,0.0282678385623532,0.0107835437648597,0.00164627296930474,0.232574165585527,0.29371521273477,0.507635140736473,-0.541932990401707,"NS",0.63343852850169
"DAD1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 ",0.652960807084987,0.472124213918018,0.135822715550413,0.0638374248445553,0.105180469586064,0.210711060330255,0.364177046771054,0.467829922342033,"NS",0.978064894578073
"DAG1","Dystroglycan ",0.43923155923304,0.24536454102349,0.0263032557932644,0.0172194259695816,0.000435280673961858,0.0570190484574223,0.0985474072617447,0.840054944883396,"Up",3.36123061466673
"DAP1","Death-associated protein 1 ",0.0576940533392809,0.0184341121083926,0.00714742606426491,0.0110186793260052,0.00661773157661988,0.0855514225711133,0.14786060290418,1.64604469487647,"Up",2.17929085234041
"DAPK3","Death-associated protein kinase 3 ",0.000667112371213405,0.0214066487561929,0.000675571935472596,0.0139502932453791,0.0618491521379683,0.169576254081315,0.293082761374933,-5.0039853515471,"NS",1.20866624954053
"DAZP1","DAZ-associated protein 1 ",0.0447200002580185,0.145125882111759,0.0542240246734184,0.0772156505782026,0.139087349433644,0.238030853392371,0.411394509111019,-1.69831273456468,"NS",0.85671236908062
"DBLOH","Diablo homolog, mitochondrial ",0.000462230385021951,0.0139056536688845,0.000219042695351439,0.0184239464381127,0.274956154193924,0.317304552756407,0.548405170420219,-4.91091565398189,"NS",0.560736555296339
"DBNL","Drebrin-like protein ",0.471935440393491,0.311790726351818,0.00757975486671293,0.0384158488654148,0.00209638546294876,0.0698650276487991,0.120749425311797,0.598011497621381,"Up",2.67852886050495
"DC1I2","Cytoplasmic dynein 1 intermediate chain 2 ",0.449654251662401,0.454903603757885,0.0397308190146721,0.0293366812829533,0.86289424074516,0.54024441293079,0.933717549175313,-0.0167447537109761,"NS",0.064042429632857
"DC1L1","Cytoplasmic dynein 1 light intermediate chain 1 ",0.41718011285647,0.511567888169027,0.023229222664801,0.041936843902414,0.0270236777301484,0.125119442148864,0.216246972816703,-0.294255321433795,"Down",1.56825554690468
"DC1L2","Cytoplasmic dynein 1 light intermediate chain 2 ",0.308923802759077,0.253700962799315,0.0200460437579098,0.0113682458626363,0.0142546552932838,0.100173519874257,0.173132329054254,0.284122041278535,"Up",1.84604328035626
"DCAF6","DDB1- and CUL4-associated factor 6 ",0.0200788529577545,0.0217507326092383,0.00612204556843268,0.0163273845006101,0.876160048223416,0.544611746148406,0.941265717320656,-0.115387139729947,"NS",0.0574165539787685
"DCAF7","DDB1- and CUL4-associated factor 7 ",0.00111996331797716,0.0173711717795395,0.00110293498421093,0.0242059406388147,0.30997181124257,0.332705425406711,0.575022872930445,-3.95517168916484,"NS",0.508677798999401
"DCAF8","DDB1- and CUL4-associated factor 8 ",0.226021437329052,0.197285647897715,0.0326207688187259,0.0443488021962511,0.417090318042845,0.374993695067425,0.64811071717535,0.196173606672078,"NS",0.379769891356205
"DCAKD","Dephospho-CoA kinase domain-containing protein ",0.504759877859259,0.411951481955851,0.130689436172933,0.0570505376390181,0.32266834228404,0.338393161060439,0.584853124697686,0.293122806141644,"NS",0.491243642113265
"DCLK1","Serine/threonine-protein kinase DCLK1 ",2.26665331750667,2.18727963260439,0.187150331093207,0.127544225917962,0.576601767854823,0.437963621713785,0.756943171843458,0.0514260756832244,"NS",0.239124030403556
"DCNL1","DCN1-like protein 1 ",0.00851711178871313,0.0210565970481569,0.0123829717481271,0.0120091193134145,0.276466757850741,0.317761586381726,0.549195072742779,-1.30583611091793,"NS",0.558357080452935
"DCPS","m7GpppX diphosphatase ",0.170056504965713,0.141371784005157,0.0105313499717706,0.00675463385344673,0.0165240549989232,0.104130652284195,0.17997153717401,0.26651998731662,"Up",1.7818833681805
"DCTN1","Dynactin subunit 1 ",0.259586254677454,0.377457300670107,0.0805475119895061,0.0149790240511918,0.0673463813074211,0.178090364695193,0.307797905679102,-0.540099457429965,"NS",1.17168573506261
"DCTN2","Dynactin subunit 2 ",0.726162228051324,0.773510788381822,0.092271573430713,0.0398682553476661,0.460360835449104,0.395441966778458,0.683451962156153,-0.0911295244308133,"NS",0.336901630463241
"DCTN3","Dynactin subunit 3 ",0.0798046965341657,0.0868125809620778,0.0218997627696889,0.037213770414562,0.792570616856121,0.516318083402085,0.89236509233618,-0.121430482511831,"NS",0.100962032397728
"DCTN4","Dynactin subunit 4 ",0.104006524259376,0.105447739093084,0.0143656635349371,0.0312924818758187,0.945686487121774,0.566639194477662,0.979336291631646,-0.0198541321168626,"NS",0.0242528165367018
"DCUP","Uroporphyrinogen decarboxylase ",0.0405113070900297,0.0701954818955938,0.00832542845089499,0.028753776091189,0.161011238929545,0.252919320456655,0.437126608593223,-0.793053540951815,"NS",0.793143808224501
"DD19A","ATP-dependent RNA helicase DDX19A ",0.121860588455893,0.127386270236525,0.0173438645950551,0.023971648297345,0.762546192139097,0.507059329756026,0.876362963381403,-0.0639781793407943,"NS",0.11773384328151
"DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 ",0.100255525848411,0.0741191605031594,0.00728334659088741,0.0084559967193166,0.0153953081767016,0.103308648809665,0.178550848590693,0.435763310669583,"Up",1.81261161315238
"DDAH2","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 ",0.507704575431891,0.487929957651772,0.016370467073902,0.16982553388333,0.850687798497345,0.536933782787121,0.927995706635187,0.0573151979190345,"NS",0.0702297962808817
"DDB1","DNA damage-binding protein 1 ",1.08292862560106,1.12320093780441,0.164231346727821,0.302747509853773,0.849392087562375,0.536305602351403,0.926910007120597,-0.0526778853679245,"NS",0.0708917889587184
"DDX1","ATP-dependent RNA helicase DDX1 ",0.360208758821715,0.398429153972516,0.0131383917827917,0.0289460072229151,0.105720584891616,0.211159154168349,0.364951498242076,-0.145489954379016,"NS",0.975840442830351
"DDX17","Probable ATP-dependent RNA helicase DDX17 ",0.1755037205275,0.153972840710554,0.0225977814532071,0.00660167368655565,0.188353042955453,0.268748013239041,0.46448372303563,0.188825718549701,"NS",0.725027359118336
"DDX3X","ATP-dependent RNA helicase DDX3X ",0.491081709232066,0.430511938186962,0.0637455412046081,0.0375243592584439,0.229096837953997,0.291961924182328,0.504604889518691,0.189909844679827,"NS",0.6399809049992
"DDX46","Probable ATP-dependent RNA helicase DDX46 ",0.071467059098552,0.0671133336971699,0.00609593070881087,0.00922440786684624,0.532672296642176,0.421330742656179,0.728196162716338,0.090679000563907,"NS",0.273539889526968
"DDX5","Probable ATP-dependent RNA helicase DDX5 ",0.799645191012004,0.701544339063513,0.10296196121817,0.0300791151333883,0.188353042955451,0.268748013239041,0.46448372303563,0.188825718549699,"NS",0.725027359118341
"DDX6","Probable ATP-dependent RNA helicase DDX6 ",0.306303652184129,0.301223731648053,0.00762179197998995,0.0362857846523408,0.824079361635173,0.525978231167447,0.909060960502984,0.0241271329308475,"NS",0.0840309622585088
"DECR","2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial ",0.348242832492274,0.360044882270627,0.0535442109547976,0.0269991774389001,0.75034025329397,0.50419601082024,0.871414219673484,-0.0480831007334706,"NS",0.124741754450113
"DEK","Protein DEK ",0.110278081111011,0.08493983035401,0.0178181462913677,0.0350777229321468,0.327136732241924,0.339048467753784,0.58598570718262,0.376632936746748,"NS",0.485270688787492
"DEN10","DENN domain-containing protein 10 ",0.0268759606333516,0.0436692414349021,0.00189554351736629,0.00924129371063752,0.0368136086749457,0.140108042844681,0.242152135687972,-0.700301148530742,"Down",1.43399160850283
